"Player Name","Shootscore","Year","Shootscore Index"
"Dirk Nowitzki","206.2964564101294","2010","3.8556903540037193"
"Aaron Brooks","195.13751996351016","2010","3.598476318954548"
"Steve Nash","188.54490229949715","2010","3.4465161568899125"
"Stephen Curry","188.53945694946754","2010","3.4463906413033625"
"Joe Johnson","187.78634716328753","2010","3.429031423615814"
"Kobe Bryant","179.19477264249616","2010","3.2309952074862824"
"Kevin Durant","170.22486614265364","2010","3.0242384205939903"
"Mo Williams","166.0476697168964","2010","2.927953837112245"
"Jamal Crawford","160.3812201863334","2010","2.7973418961687013"
"Channing Frye","157.65664449275636","2010","2.7345402921543545"
"Anthony Morrow","155.78821487055683","2010","2.6914728972793758"
"Andrea Bargnani","153.392002643868","2010","2.636240087359796"
"Rashard Lewis","148.94116818244333","2010","2.5336481336699994"
"Jason Terry","147.8456891809414","2010","2.508397288696031"
"Ray Allen","145.18558320316174","2010","2.447081714808125"
"Derrick Rose","143.31293134455905","2010","2.403916997175966"
"Danilo Gallinari","142.20152347481363","2010","2.37829899100395"
"Jason Kidd","136.41926392196444","2010","2.245017623339154"
"Luke Ridnour","127.43916699583988","2010","2.038025946618838"
"Chauncey Billups","127.14754064056285","2010","2.0313039447572523"
"O.J. Mayo","126.28489594228901","2010","2.0114199419476466"
"Troy Murphy","125.6644882076195","2010","1.9971195130874746"
"Jason Richardson","123.47769334320432","2010","1.946713783689182"
"Danny Granger","122.33463358058835","2010","1.9203661998265749"
"LeBron James","119.05145083141572","2010","1.844688675650481"
"Beno Udrih","118.85558362104771","2010","1.8401739267984214"
"Deron Williams","115.82722069794747","2010","1.770370012171781"
"Mike Bibby","115.68550625076244","2010","1.767103487179942"
"Brandon Roy","115.57706402217244","2010","1.7646038884664992"
"John Salmons","115.13744321403385","2010","1.7544706071727285"
"Rudy Gay","111.7311808470252","2010","1.6759560917396852"
"Vince Carter","110.14340364512351","2010","1.6393577489841848"
"J.R. Smith","108.78432255910302","2010","1.6080308629707556"
"Rasual Butler","107.9770942182395","2010","1.5894242099305855"
"David West","107.05824906133996","2010","1.568244783779886"
"Amar'e Stoudemire","106.50846086115627","2010","1.5555721386700099"
"Brandon Rush","106.33399858557182","2010","1.5515507746196275"
"Arron Afflalo","105.07512867074877","2010","1.522533761041085"
"Ryan Gomes","104.18419803236866","2010","1.5019977659179915"
"Chris Paul","103.53216904585052","2010","1.4869684656442936"
"Jared Dudley","103.06812926796525","2010","1.4762723258944026"
"Kirk Hinrich","102.26575657432674","2010","1.4577775957620736"
"Peja Stojaković","101.82795299129596","2010","1.4476862015965974"
"Brandon Jennings","101.77188449492678","2010","1.4463938199920203"
"Paul Pierce","100.96128894780082","2010","1.4277095526815522"
"Stephen Jackson","99.90258594130033","2010","1.4033063962048271"
"Jarrett Jack","96.98095466156785","2010","1.3359626512179525"
"J.J. Redick","96.8547716611607","2010","1.3330541268397922"
"Quentin Richardson","96.5653911296879","2010","1.326383891327577"
"Tim Duncan","96.282388678839","2010","1.3198606708880785"
"Chris Bosh","96.05518963160226","2010","1.3146237216520433"
"Steve Blake","95.75395806632461","2010","1.3076803192265625"
"Anthony Parker","95.74104175722084","2010","1.307382597665156"
"LaMarcus Aldridge","95.56563536432478","2010","1.3033394716642113"
"Manu Ginóbili","91.99956561848015","2010","1.2211413882730864"
"Carlos Delfino","91.38838533865037","2010","1.207053652701734"
"Chris Kaman","91.16875614677646","2010","1.2019911890048829"
"Carmelo Anthony","89.10722082189625","2010","1.1544726981661353"
"Charlie Villanueva","88.50088738276335","2010","1.1404966825117167"
"Caron Butler","87.43752798705393","2010","1.1159861960342412"
"Jameer Nelson","87.31476378347989","2010","1.1131564750915752"
"Carlos Boozer","86.95251527919564","2010","1.1048066292148468"
"Antawn Jamison","86.73810457174366","2010","1.099864451841108"
"David Lee","86.54646262946204","2010","1.0954470956266769"
"Marcus Thornton","84.90808942024229","2010","1.0576825124089326"
"Mickaël Piétrus","84.59253037421189","2010","1.0504088608459883"
"Darren Collison","84.3252184974595","2010","1.0442473089127053"
"Jermaine O'Neal","83.48423788959286","2010","1.0248626644546739"
"Kevin Garnett","83.44189665235793","2010","1.0238866968496723"
"Ben Gordon","82.60459931976533","2010","1.0045869520682331"
"Mehmet Okur","81.94883729685944","2010","0.9894716051218194"
"Nate Robinson","81.66978355840132","2010","0.9830394026975361"
"Luis Scola","81.4391637762458","2010","0.9777236053530363"
"Eric Gordon","81.11015799934863","2010","0.9701400059809072"
"Elton Brand","80.72717785776621","2010","0.9613122948427223"
"Jeff Green","80.649136099136","2010","0.959513428460103"
"Al Harrington","80.05204318839773","2010","0.9457504074405887"
"Hedo Türkoğlu","79.59620926204326","2010","0.9352434129728979"
"Matt Bonner","79.34529813819313","2010","0.9294598992023032"
"José Calderón","78.85275957362921","2010","0.9181068610149414"
"Luol Deng","78.02192472154609","2010","0.898956076727741"
"Monta Ellis","77.73758601037089","2010","0.8924020554218656"
"Martell Webster","76.2883281317632","2010","0.858996589895048"
"Mike Miller","76.23496711506925","2010","0.8577666158304199"
"George Hill","75.40173479796118","2010","0.8385605698562385"
"Willie Green","75.31608551331908","2010","0.8365863496241173"
"Kyle Korver","74.81468486013233","2010","0.825029039857242"
"Mike Conley","74.53081135673553","2010","0.8184857416135856"
"Grant Hill","73.64919322452758","2010","0.798164400216716"
"Al Horford","72.8013980755251","2010","0.7786226802496571"
"Zach Randolph","72.77651451775964","2010","0.7780491130168072"
"Metta World","72.45471334953703","2010","0.7706315802296974"
"Al Jefferson","71.7735771931897","2010","0.754931358256925"
