"Player Name","Shootscore","Year","Shootscore Index"
"Glenn Robinson","237.37954393166424","2001","3.780909929609543"
"Ray Allen","230.48180465631495","2001","3.6475089941411243"
"Vince Carter","225.23526802598212","2001","3.54604199654715"
"Allan Houston","221.10218517279475","2001","3.466108978354641"
"Jason Terry","211.68075160054985","2001","3.2839002862281337"
"Mike Bibby","201.4603916507907","2001","3.086240513410352"
"Paul Pierce","198.3260386740718","2001","3.0256227367024393"
"Jalen Rose","197.26280179173028","2001","3.0050599422756084"
"Reggie Miller","192.40592119515009","2001","2.9111288165576967"
"Dirk Nowitzki","189.00163395894293","2001","2.8452905637933172"
"Gary Payton","187.11207266716906","2001","2.808746816068845"
"Tim Duncan","185.29271960861308","2001","2.77356088191415"
"Sam Cassell","182.76441571759418","2001","2.724663976602622"
"Tracy McGrady","182.41789679475508","2001","2.7179623680582914"
"Peja Stojaković","175.01360084926768","2001","2.5747647251518733"
"Kevin Garnett","172.3104218562549","2001","2.5224857693938327"
"Jeff McInnis","169.71152696157048","2001","2.472223647806548"
"Juwan Howard","169.0181256715061","2001","2.458813401774175"
"Antoine Walker","168.596159506932","2001","2.4506526582547186"
"Kobe Bryant","164.39475298520134","2001","2.3693982736065533"
"Richard Hamilton","162.38272846220875","2001","2.330486110818403"
"Rasheed Wallace","160.29820215807558","2001","2.2901717776899146"
"Michael Finley","157.4826725871576","2001","2.2357199836156254"
"Nick Van","157.28550623431624","2001","2.2319068247150087"
"Tim Hardaway","156.91439577639352","2001","2.2247296206670204"
"Antawn Jamison","151.9777545368239","2001","2.129255939632996"
"Chris Webber","148.5444653360075","2001","2.062856794516086"
"Mike Miller","145.33220443327815","2001","2.0007322936779435"
"Jerry Stackhouse","144.11238320536472","2001","1.9771411884749064"
"Steve Francis","142.89281325874248","2001","1.953554943003148"
"Darrell Armstrong","140.36937082798846","2001","1.9047520573872314"
"David Wesley","139.44108917402718","2001","1.8867992708185721"
"Shaquille O'Neal","138.3509804583706","2001","1.865716780363973"
"Rashard Lewis","137.76139894040767","2001","1.854314388523472"
"Terrell Brandon","137.75464238243006","2001","1.854183718006832"
"Wally Szczerbiak","136.3300231056374","2001","1.8266318583867303"
"Jamal Mashburn","136.27290500442527","2001","1.825527205422953"
"Elton Brand","130.22732619729032","2001","1.7086068876020089"
